seed,scope,feature_group,metric,mean,std,min,max
123,metric,all,degenerate_prediction,0.0,0.0,0.0,0.0
123,metric,all,mix_at_k,0.07993130208333334,0.01381563839948441,0.053475,0.1025925
123,metric,all,silhouette,0.03923576413019649,0.017411483869435786,0.020459058035180062,0.0823945184718449
123,metric,all,js_divergence,0.08181820308495041,0.012392786581601008,0.06064969021501569,0.10109806106333613
123,rank,all,auc_rank,1.0,0.0,1.0,1.0
123,rank,all,acc_rank,1.0,0.0,1.0,1.0
123,rank,all,mix_at_k_rank,1.1875,0.3903123748998999,1.0,2.0
123,rank,all,silhouette_rank,4.166666666666667,0.5527707983925666,3.0,5.0
123,rank,all,js_divergence_rank,1.8333333333333333,0.372677996249965,1.0,2.0
2024,metric,header,acc,0.9302229166666667,0.01119214037065247,0.9104,0.946075
2024,metric,header,f1,0.9276078347063573,0.012447519881430369,0.9044521460943749,0.9447701958776085
2024,metric,header,auc,0.9836461761458333,0.004264166346881336,0.9769821299999999,0.9897222387500002
2024,metric,header,positive_rate,0.46576875,0.012337882571744908,0.43775,0.482425
2024,metric,header,score_std,0.4386116148225943,0.009211590809622874,0.42665404511813765,0.45470960736742566
2024,metric,header,degenerate_prediction,0.0,0.0,0.0,0.0
2024,metric,header,mix_at_k,0.08120203125,0.013174207972304019,0.056395,0.10387
2024,metric,header,silhouette,0.11729205142140896,0.0389261438657694,0.06943466693615978,0.20026286237829918
2024,metric,header,js_divergence,0.0819241341263084,0.012521482868411886,0.062403186792601345,0.10003834776446219
2024,rank,header,auc_rank,3.0,0.0,3.0,3.0
2024,rank,header,acc_rank,3.0,0.0,3.0,3.0
2024,rank,header,mix_at_k_rank,2.0833333333333335,0.6400954789890507,1.0,3.0
2024,rank,header,silhouette_rank,1.0,0.0,1.0,1.0
2024,rank,header,js_divergence_rank,2.8333333333333335,0.3726779962499649,2.0,3.0
2024,metric,section,acc,0.9450041666666665,0.008584007861845298,0.930925,0.955625
2024,metric,section,f1,0.943580704259913,0.008988588311433001,0.9299637525031051,0.9547020543575347
2024,metric,section,auc,0.9893821004166666,0.0030279028463508616,0.98306629875,0.9930304237500001
2024,metric,section,positive_rate,0.47535,0.007063167372598022,0.461975,0.486275
2024,metric,section,score_std,0.43650164785066087,0.009247119556528223,0.42546466810349187,0.45247151497233634
2024,metric,section,degenerate_prediction,0.0,0.0,0.0,0.0
2024,metric,section,mix_at_k,0.08217289930555555,0.014091720440310682,0.05686,0.10739625
2024,metric,section,silhouette,0.0738243179359865,0.01819169249281082,0.052845734988740206,0.1171711570300041
2024,metric,section,js_divergence,0.11875991414001112,0.036489890080475,0.07175112036606798,0.21604159208567597
2024,rank,section,auc_rank,2.0,0.0,2.0,2.0
2024,rank,section,acc_rank,1.9166666666666667,0.2763853991962833,1.0,2.0
2024,rank,section,mix_at_k_rank,2.6875,0.5460559342533815,1.0,3.0
2024,rank,section,silhouette_rank,2.0,0.0,2.0,2.0
2024,rank,section,js_divergence_rank,1.3333333333333333,0.7453559924999298,1.0,3.0
2024,metric,imports,acc,0.8698145833333334,0.016416815116714594,0.836275,0.892525
2024,metric,imports,f1,0.854741840580919,0.0216158442261772,0.8099370229561482,0.8832142566080791
2024,metric,imports,auc,0.9300784597916666,0.00923252153472061,0.90967831,0.941248965
2024,metric,imports,positive_rate,0.39899375,0.01916353178620353,0.361425,0.420275
2024,metric,imports,score_std,0.36521075644125295,0.008023216828964666,0.3485316097280024,0.3781348600985097
2024,metric,imports,degenerate_prediction,0.0,0.0,0.0,0.0
2024,metric,imports,mix_at_k,0.17416625,0.023060241527068783,0.110975,0.2184925
2024,metric,imports,silhouette,0.035625892815640235,0.016054575262881995,0.021759360490338872,0.0772330415923714
2024,metric,imports,js_divergence,0.037258025564100176,0.007739022294094845,0.024954223674516985,0.05284324861252525
2024,rank,imports,auc_rank,5.0,0.0,5.0,5.0
2024,rank,imports,acc_rank,5.0,0.0,5.0,5.0
2024,rank,imports,mix_at_k_rank,5.0,0.0,5.0,5.0
2024,rank,imports,silhouette_rank,4.666666666666667,0.6236095644623235,3.0,5.0
2024,rank,imports,js_divergence_rank,4.0,0.0,4.0,4.0
2024,metric,strings,acc,0.9126208333333333,0.011978686946916265,0.89575,0.933125
2024,metric,strings,f1,0.9094655531802697,0.012623194871010266,0.8909632883589582,0.9309338772559449
2024,metric,strings,auc,0.975585249375,0.006582032228313364,0.96535429625,0.9862437424999999
2024,metric,strings,positive_rate,0.46550833333333336,0.008282721305357453,0.4547,0.47985
2024,metric,strings,score_std,0.38834680543087635,0.01278736974062691,0.3671437259752916,0.40968099642528377
2024,metric,strings,degenerate_prediction,0.0,0.0,0.0,0.0
2024,metric,strings,mix_at_k,0.10174473090277779,0.01625842053030108,0.07007,0.1289875
2024,metric,strings,silhouette,0.050463857512449924,0.014216015799147542,0.031749823440050194,0.08271219310061717
2024,metric,strings,js_divergence,0.0004923168344606803,0.00014818296771111405,0.00030175936406462737,0.0008142221788828379
2024,rank,strings,auc_rank,4.0,0.0,4.0,4.0
2024,rank,strings,acc_rank,4.0,0.0,4.0,4.0
2024,rank,strings,mix_at_k_rank,4.0,0.0,4.0,4.0
2024,rank,strings,silhouette_rank,3.1666666666666665,0.3726779962499649,3.0,4.0
2024,rank,strings,js_divergence_rank,5.0,0.0,5.0,5.0
2024,metric,all,acc,0.9475625000000001,0.007479322189655071,0.933325,0.958325
2024,metric,all,f1,0.9461067295241553,0.007838466005855922,0.9322769863639826,0.9573886148104599
2024,metric,all,auc,0.9910338179166667,0.0026486417883315244,0.9848893200000002,0.994424505
2024,metric,all,positive_rate,0.47346666666666665,0.007621743384700265,0.457225,0.484525
2024,metric,all,score_std,0.4218429490557871,0.011242662982008178,0.40697466483721073,0.4417910492268234
